fight_id,event_name,fighter_1,fighter_1_result,fighter_2,fighter_2_result,bout_type,method,end_round,end_time_round,max_round,referee,fight_link
7360,UFC 42: Sudden Impact,Rich Franklin,W,Evan Tanner,L,Light Heavyweight Bout,KO/TKO,1,160,3,Larry Landless,http://ufcstats.com/fight-details/af59e32a5b3f6065
7361,UFC 42: Sudden Impact,Duane Ludwig,W,Genki Sudo,L,Lightweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/5a9657d4faeea2c5
7362,UFC 42: Sudden Impact,Hermes Franca,W,Richard Crunkilton,L,Lightweight Bout,Decision - Unanimous,3,300,3,James Warring,http://ufcstats.com/fight-details/363efd241750c23d
7363,UFC 42: Sudden Impact,David Loiseau,W,Mark Weir,L,Middleweight Bout,KO/TKO,1,235,3,John McCarthy,http://ufcstats.com/fight-details/863319fd2e711ffc
7364,UFC 41: Onslaught,Tim Sylvia,W,Ricco Rodriguez,L,UFC Heavyweight Title Bout,KO/TKO,1,189,5,John McCarthy,http://ufcstats.com/fight-details/334cd8572d9842cb
7365,UFC 41: Onslaught,Frank Mir,W,David Abbott,L,Heavyweight Bout,Submission,1,46,3,Larry Landless,http://ufcstats.com/fight-details/a85a0831580696ff
7366,UFC 41: Onslaught,BJ Penn,D,Caol Uno,D,UFC Lightweight Title Bout,Decision - Split,5,300,5,John McCarthy,http://ufcstats.com/fight-details/63ff2ed92c800ef8
7367,UFC 41: Onslaught,Matt Lindland,W,Phil Baroni,L,Middleweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/795c682c30d66c19
7368,UFC 41: Onslaught,Vladimir Matyushenko,W,Pedro Rizzo,L,Heavyweight Bout,Decision - Unanimous,3,300,3,Larry Landless,http://ufcstats.com/fight-details/558ef0822c8fa5b9
7369,UFC 41: Onslaught,Din Thomas,W,Matt Serra,L,Lightweight Bout,Decision - Split,3,300,3,Larry Landless,http://ufcstats.com/fight-details/6a0c5b9079a4128e
7370,UFC 41: Onslaught,Gan McGee,W,Alexandre Dantas,L,Heavyweight Bout,KO/TKO,1,289,3,John McCarthy,http://ufcstats.com/fight-details/62ed2b178310306e
7371,UFC 41: Onslaught,Yves Edwards,W,Rich Clementi,L,Lightweight Bout,Submission,3,247,3,Larry Landless,http://ufcstats.com/fight-details/0dade757305afebd
7372,UFC 40: Vendetta,Tito Ortiz,W,Ken Shamrock,L,UFC Light Heavyweight Title Bout,KO/TKO,3,300,5,John McCarthy,http://ufcstats.com/fight-details/9e6f956caa7b549b
7373,UFC 40: Vendetta,Chuck Liddell,W,Renato Sobral,L,Light Heavyweight Bout,KO/TKO,1,175,3,Larry Landless,http://ufcstats.com/fight-details/9a0865000a3d642e
7374,UFC 40: Vendetta,Matt Hughes,W,Gil Castillo,L,UFC Welterweight Title Bout,TKO - Doctor's Stoppage,1,300,5,John McCarthy,http://ufcstats.com/fight-details/b0bb09e4ca8343af
7375,UFC 40: Vendetta,Carlos Newton,W,Pete Spratt,L,Welterweight Bout,Submission,1,105,3,Larry Landless,http://ufcstats.com/fight-details/497a87188392e057
7376,UFC 40: Vendetta,Robbie Lawler,W,Tiki Ghosn,L,Welterweight Bout,KO/TKO,1,89,3,Nelson Hamilton,http://ufcstats.com/fight-details/68b141785f76575b
7377,UFC 40: Vendetta,Andrei Arlovski,W,Ian Freeman,L,Heavyweight Bout,KO/TKO,1,78,3,Larry Landless,http://ufcstats.com/fight-details/9d9c2c8802d21887
7378,UFC 40: Vendetta,Vladimir Matyushenko,W,Travis Wiuff,L,Heavyweight Bout,KO/TKO,1,250,3,John McCarthy,http://ufcstats.com/fight-details/754882d95491d287
7379,UFC 40: Vendetta,Phillip Miller,W,Mark Weir,L,Middleweight Bout,Submission,2,290,3,Nelson Hamilton,http://ufcstats.com/fight-details/e66eebeff23ceb1e
7380,UFC 39: The Warriors Return,Ricco Rodriguez,W,Randy Couture,L,UFC Heavyweight Title Bout,KO/TKO,5,184,5,John McCarthy,http://ufcstats.com/fight-details/e06ff3d3f1c0ab69
7381,UFC 39: The Warriors Return,Tim Sylvia,W,Wesley Correira,L,Heavyweight Bout,KO/TKO,2,103,3,Kipp Kollar,http://ufcstats.com/fight-details/ffe4379d6bd1e82b
7382,UFC 39: The Warriors Return,BJ Penn,W,Matt Serra,L,Lightweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/b0ed7f6450ad33c5
7383,UFC 39: The Warriors Return,Caol Uno,W,Din Thomas,L,Lightweight Bout,Decision - Unanimous,3,300,3,Larry Landless,http://ufcstats.com/fight-details/826b03504b9bad4e
7384,UFC 39: The Warriors Return,Gan McGee,W,Pedro Rizzo,L,Heavyweight Bout,KO/TKO,1,300,3,John McCarthy,http://ufcstats.com/fight-details/56ba0c15cf501669
7385,UFC 39: The Warriors Return,Phil Baroni,W,Dave Menne,L,Middleweight Bout,KO/TKO,1,18,3,Larry Landless,http://ufcstats.com/fight-details/20a6710c50698166
7386,UFC 39: The Warriors Return,Matt Lindland,W,Ivan Salaverry,L,Middleweight Bout,Decision - Unanimous,3,300,3,Kipp Kollar,http://ufcstats.com/fight-details/e7183e758f6b8bda
7387,UFC 39: The Warriors Return,Sean Sherk,W,Benji Radach,L,Welterweight Bout,TKO - Doctor's Stoppage,1,256,3,Larry Landless,http://ufcstats.com/fight-details/9e62f31318d21a32
7388,UFC 38: Brawl at the Hall,Matt Hughes,W,Carlos Newton,L,UFC Welterweight Title Bout,KO/TKO,4,217,5,John McCarthy,http://ufcstats.com/fight-details/0f6dd5d9a96ceb9d
7389,UFC 38: Brawl at the Hall,Ian Freeman,W,Frank Mir,L,Heavyweight Bout,KO/TKO,1,275,3,John McCarthy,http://ufcstats.com/fight-details/2a2f50039ac636d0
7390,UFC 38: Brawl at the Hall,Mark Weir,W,Eugene Jackson,L,Middleweight Bout,KO/TKO,1,10,3,Larry Landless,http://ufcstats.com/fight-details/38d8b19a1ef5942a
7391,UFC 38: Brawl at the Hall,Genki Sudo,W,Leigh Remedios,L,Lightweight Bout,Submission,2,98,3,John McCarthy,http://ufcstats.com/fight-details/fb93d1cafcc6b455
7392,UFC 38: Brawl at the Hall,Phillip Miller,W,James Zikic,L,Light Heavyweight Bout,Decision - Unanimous,3,300,3,Larry Landless,http://ufcstats.com/fight-details/90b36806779330b9
7393,UFC 38: Brawl at the Hall,Renato Sobral,W,Elvis Sinosic,L,Light Heavyweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/1531cb3152157ada
7394,UFC 38: Brawl at the Hall,Evan Tanner,W,Chris Haseman,L,Light Heavyweight Bout,Decision - Unanimous,3,300,3,Larry Landless,http://ufcstats.com/fight-details/b5c4fbd6e1d94594
7395,UFC 37.5: As Real As It Gets,Chuck Liddell,W,Vitor Belfort,L,Light Heavyweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/2d1c4027b8e50a0d
7396,UFC 37.5: As Real As It Gets,Benji Radach,W,Nick Serra,L,Welterweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/255da7afa89eb0e5
7397,UFC 37.5: As Real As It Gets,Pete Spratt,W,Zach Light,L,Welterweight Bout,Submission,1,145,3,Kipp Kollar,http://ufcstats.com/fight-details/3c27780140809908
7398,UFC 37.5: As Real As It Gets,Robbie Lawler,W,Steve Berger,L,Welterweight Bout,KO/TKO,2,27,3,John McCarthy,http://ufcstats.com/fight-details/37ae54e5a84fd646
7399,UFC 37.5: As Real As It Gets,Tony Fryklund,W,Rodrigo Ruas,L,Middleweight Bout,KO/TKO,2,214,3,Kipp Kollar,http://ufcstats.com/fight-details/0e30b22cd0987640
7400,UFC 37.5: As Real As It Gets,Yves Edwards,W,Joao Pierini,L,Lightweight Bout,KO/TKO,1,79,3,Cecil Peoples,http://ufcstats.com/fight-details/5637c7b3e4131941
7401,UFC 37: High Impact,Murilo Bustamante,W,Matt Lindland,L,UFC Middleweight Title Bout,Submission,3,93,5,John McCarthy,http://ufcstats.com/fight-details/188537d906b30a7c
7402,UFC 37: High Impact,Ricco Rodriguez,W,Tsuyoshi Kohsaka,L,Heavyweight Bout,KO/TKO,2,205,3,John McCarthy,http://ufcstats.com/fight-details/18273af728dda0c8
7403,UFC 37: High Impact,BJ Penn,W,Paul Creighton,L,Lightweight Bout,KO/TKO,2,203,3,Larry Landless,http://ufcstats.com/fight-details/92de601366ced6dc
7404,UFC 37: High Impact,Phil Baroni,W,Amar Suloev,L,Middleweight Bout,KO/TKO,1,179,3,John McCarthy,http://ufcstats.com/fight-details/56812137775844c8
7405,UFC 37: High Impact,Caol Uno,W,Yves Edwards,L,Lightweight Bout,Decision - Unanimous,3,300,3,Larry Landless,http://ufcstats.com/fight-details/1228c4297882e8ba
7406,UFC 37: High Impact,Ivan Salaverry,W,Andrei Semenov,L,Middleweight Bout,KO/TKO,3,147,3,Mason White,http://ufcstats.com/fight-details/b82abffcf66db401
7407,UFC 37: High Impact,Benji Radach,NC,Steve Berger,NC,Welterweight Bout,Overturned,1,27,3,John McCarthy,http://ufcstats.com/fight-details/fe60fd0ee67902dc
7408,UFC 37: High Impact,Robbie Lawler,W,Aaron Riley,L,Welterweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/5550e3d9ff8b965c
7409,UFC 36: Worlds Collide,Josh Barnett,W,Randy Couture,L,UFC Heavyweight Title Bout,KO/TKO,2,275,5,John McCarthy,http://ufcstats.com/fight-details/38dbb6f2e1456acd
7410,UFC 36: Worlds Collide,Pedro Rizzo,W,Andrei Arlovski,L,Heavyweight Bout,KO/TKO,3,105,3,Larry Landless,http://ufcstats.com/fight-details/efc865fce64b5848
7411,UFC 36: Worlds Collide,Matt Hughes,W,Hayato Sakurai,L,UFC Welterweight Title Bout,KO/TKO,4,181,5,John McCarthy,http://ufcstats.com/fight-details/e7833d5728f3ebef
7412,UFC 36: Worlds Collide,Matt Lindland,W,Pat Miletich,L,Middleweight Bout,KO/TKO,1,189,3,Larry Landless,http://ufcstats.com/fight-details/3c2ac653409cf5f2
7413,UFC 36: Worlds Collide,Evan Tanner,W,Elvis Sinosic,L,Light Heavyweight Bout,TKO - Doctor's Stoppage,1,126,3,Mason White,http://ufcstats.com/fight-details/1c0f5152b0bbef05
7414,UFC 36: Worlds Collide,Frank Mir,W,Pete Williams,L,Heavyweight Bout,Submission,1,46,3,John McCarthy,http://ufcstats.com/fight-details/7468f870b08aaccc
7415,UFC 36: Worlds Collide,Matt Serra,W,Kelly Dullanty,L,Lightweight Bout,Submission,1,178,3,Larry Landless,http://ufcstats.com/fight-details/ef83377d584ec055
7416,UFC 36: Worlds Collide,Sean Sherk,W,Jutaro Nakao,L,Welterweight Bout,Decision - Unanimous,3,300,3,Mason White,http://ufcstats.com/fight-details/87f39e0d82349c3b
7417,UFC 35: Throwdown,Jens Pulver,W,BJ Penn,L,UFC Lightweight Title Bout,Decision - Majority,5,300,5,John McCarthy,http://ufcstats.com/fight-details/e1bc211f43378ee7
7418,UFC 35: Throwdown,Ricco Rodriguez,W,Jeff Monson,L,Heavyweight Bout,KO/TKO,3,180,3,Larry Landless,http://ufcstats.com/fight-details/0ff019f37961b954
7419,UFC 35: Throwdown,Murilo Bustamante,W,Dave Menne,L,UFC Middleweight Title Bout,KO/TKO,2,44,5,John McCarthy,http://ufcstats.com/fight-details/cfa9bc77c803956e
7420,UFC 35: Throwdown,Chuck Liddell,W,Amar Suloev,L,Light Heavyweight Bout,Decision - Unanimous,3,300,3,Larry Landless,http://ufcstats.com/fight-details/0fe4e788b16c03cd
7421,UFC 35: Throwdown,Andrei Semenov,W,Ricardo Almeida,L,Middleweight Bout,KO/TKO,2,121,3,Mason White,http://ufcstats.com/fight-details/17ba2950b7f6d64a
7422,UFC 35: Throwdown,Kevin Randleman,W,Renato Sobral,L,Light Heavyweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/f67fa758cc79cd65
7423,UFC 35: Throwdown,Gil Castillo,W,Chris Brennan,L,Welterweight Bout,Decision - Unanimous,3,300,3,Mason White,http://ufcstats.com/fight-details/8762b96aaefb03af
7424,UFC 35: Throwdown,Eugene Jackson,W,Keith Rockel,L,Middleweight Bout,Submission,2,74,3,Larry Landless,http://ufcstats.com/fight-details/1f299942446461e9
7425,UFC 34: High Voltage,Randy Couture,W,Pedro Rizzo,L,UFC Heavyweight Title Bout,KO/TKO,3,202,5,John McCarthy,http://ufcstats.com/fight-details/bce4808806f88c99
7426,UFC 34: High Voltage,Ricco Rodriguez,W,Pete Williams,L,Heavyweight Bout,KO/TKO,2,242,3,Mario Yamasaki,http://ufcstats.com/fight-details/7c76b3c48a5583df
7427,UFC 34: High Voltage,Matt Hughes,W,Carlos Newton,L,UFC Welterweight Title Bout,KO/TKO,2,87,5,John McCarthy,http://ufcstats.com/fight-details/57f4aac17f067c11
7428,UFC 34: High Voltage,BJ Penn,W,Caol Uno,L,Lightweight Bout,KO/TKO,1,11,3,Larry Landless,http://ufcstats.com/fight-details/f20bd0b549e1a97d
7429,UFC 34: High Voltage,Josh Barnett,W,Bobby Hoffman,L,Heavyweight Bout,KO/TKO,2,265,3,John McCarthy,http://ufcstats.com/fight-details/c3b2a72cc291db4e
7430,UFC 34: High Voltage,Evan Tanner,W,Homer Moore,L,Light Heavyweight Bout,Submission,2,55,3,Mario Yamasaki,http://ufcstats.com/fight-details/7ea81958dfb80d70
7431,UFC 34: High Voltage,Matt Lindland,W,Phil Baroni,L,Middleweight Bout,Decision - Majority,3,300,3,John McCarthy,http://ufcstats.com/fight-details/e4628e64a2ef7100
7432,UFC 34: High Voltage,Frank Mir,W,Roberto Traven,L,Heavyweight Bout,Submission,1,65,3,Larry Landless,http://ufcstats.com/fight-details/586635087cdfbbcc
7433,UFC 33: Victory in Vegas,Tito Ortiz,W,Vladimir Matyushenko,L,UFC Light Heavyweight Title Bout,Decision - Unanimous,5,300,5,John McCarthy,http://ufcstats.com/fight-details/ea64af61ed03453f
7434,UFC 33: Victory in Vegas,Jens Pulver,W,Dennis Hallman,L,UFC Lightweight Title Bout,Decision - Unanimous,5,300,5,Mario Yamasaki,http://ufcstats.com/fight-details/970c2beda72908c6
7435,UFC 33: Victory in Vegas,Chuck Liddell,W,Murilo Bustamante,L,Light Heavyweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/a6a4be467d12ea5c
7436,UFC 33: Victory in Vegas,Matt Serra,W,Yves Edwards,L,Welterweight Bout,Decision - Majority,3,300,3,Mario Yamasaki,http://ufcstats.com/fight-details/3b63f4fb24694d74
7437,UFC 33: Victory in Vegas,Dave Menne,W,Gil Castillo,L,UFC Middleweight Title Bout,Decision - Unanimous,5,300,5,John McCarthy,http://ufcstats.com/fight-details/37cb7ce0f0b70640
7438,UFC 33: Victory in Vegas,Jutaro Nakao,W,Tony DeSouza,L,Welterweight Bout,KO/TKO,2,15,3,Mason White,http://ufcstats.com/fight-details/2e2b70a5294012bd
7439,UFC 33: Victory in Vegas,Ricardo Almeida,W,Eugene Jackson,L,Middleweight Bout,Submission,1,246,3,Mason White,http://ufcstats.com/fight-details/fb1fe28a5d97db51
7440,UFC 33: Victory in Vegas,Din Thomas,W,Fabiano Iha,L,Lightweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/9cd5a54a285653c2
7441,UFC 32: Showdown in the Meadowlands,Tito Ortiz,W,Elvis Sinosic,L,UFC Light Heavyweight Title Bout,KO/TKO,1,212,5,John McCarthy,http://ufcstats.com/fight-details/40dbe22895f98978
7442,UFC 32: Showdown in the Meadowlands,BJ Penn,W,Din Thomas,L,Lightweight Bout,KO/TKO,1,162,3,John McCarthy,http://ufcstats.com/fight-details/5e80048e6a5681b8
7443,UFC 32: Showdown in the Meadowlands,Josh Barnett,W,Semmy Schilt,L,Heavyweight Bout,Submission,1,261,3,John McCarthy,http://ufcstats.com/fight-details/09da511e611b4eb1
7444,UFC 32: Showdown in the Meadowlands,Pat Miletich,W,Shonie Carter,L,Welterweight Bout,KO/TKO,2,162,3,Mario Yamasaki,http://ufcstats.com/fight-details/b7419e18d9461277
7445,UFC 32: Showdown in the Meadowlands,Caol Uno,W,Fabiano Iha,L,Lightweight Bout,KO/TKO,1,108,3,Mario Yamasaki,http://ufcstats.com/fight-details/6314e63003745e80
7446,UFC 32: Showdown in the Meadowlands,Vladimir Matyushenko,W,Yuki Kondo,L,Light Heavyweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/6afdefcb6728467e
7447,UFC 32: Showdown in the Meadowlands,Ricco Rodriguez,W,Andrei Arlovski,L,Heavyweight Bout,KO/TKO,3,83,3,Mason White,http://ufcstats.com/fight-details/c9d2abc25651a1a7
7448,UFC 32: Showdown in the Meadowlands,Tony DeSouza,W,Paul Rodriguez,L,Welterweight Bout,Submission,1,65,3,Mario Yamasaki,http://ufcstats.com/fight-details/085d6ea4d12917a2
7449,UFC 31: Locked and Loaded,Randy Couture,W,Pedro Rizzo,L,UFC Heavyweight Title Bout,Decision - Unanimous,5,300,5,John McCarthy,http://ufcstats.com/fight-details/6f62436ae042009b
7450,UFC 31: Locked and Loaded,Carlos Newton,W,Pat Miletich,L,UFC Welterweight Title Bout,Submission,3,170,5,John McCarthy,http://ufcstats.com/fight-details/34ab72077963ee74
7451,UFC 31: Locked and Loaded,Chuck Liddell,W,Kevin Randleman,L,Light Heavyweight Bout,KO/TKO,1,78,3,John McCarthy,http://ufcstats.com/fight-details/c0be83e56601e7ce
7452,UFC 31: Locked and Loaded,Shonie Carter,W,Matt Serra,L,Welterweight Bout,KO/TKO,3,291,3,Mario Yamasaki,http://ufcstats.com/fight-details/0434a68809885ea1
7453,UFC 31: Locked and Loaded,Semmy Schilt,W,Pete Williams,L,Heavyweight Bout,KO/TKO,2,88,3,John McCarthy,http://ufcstats.com/fight-details/7a018ddd9239e45f
7454,UFC 31: Locked and Loaded,Matt Lindland,W,Ricardo Almeida,L,Light Heavyweight Bout,DQ,3,261,3,Mario Yamasaki,http://ufcstats.com/fight-details/ef99fb08c6b06963
7455,UFC 31: Locked and Loaded,BJ Penn,W,Joey Gilbert,L,Lightweight Bout,KO/TKO,1,297,3,John McCarthy,http://ufcstats.com/fight-details/97a4b37cee48ea0b
7456,UFC 31: Locked and Loaded,Tony DeSouza,W,Steve Berger,L,Welterweight Bout,Decision - Unanimous,3,300,3,Mario Yamasaki,http://ufcstats.com/fight-details/49693a06fc1d8906
7457,UFC 30: Battle on the Boardwalk,Tito Ortiz,W,Evan Tanner,L,UFC Light Heavyweight Title Bout,KO/TKO,1,32,5,John McCarthy,http://ufcstats.com/fight-details/f8820294bbe01486
7458,UFC 30: Battle on the Boardwalk,Jens Pulver,W,Caol Uno,L,UFC Lightweight Title Bout,Decision - Unanimous,5,300,5,John McCarthy,http://ufcstats.com/fight-details/a38ec65ac140fcf8
7459,UFC 30: Battle on the Boardwalk,Fabiano Iha,W,Phil Johns,L,Welterweight Bout,Submission,1,100,3,Mario Yamasaki,http://ufcstats.com/fight-details/74d0da1f9df17b9e
7460,UFC 30: Battle on the Boardwalk,Elvis Sinosic,W,Jeremy Horn,L,Middleweight Bout,Submission,1,172,3,Mario Yamasaki,http://ufcstats.com/fight-details/4a1f37200bc69376
7461,UFC 30: Battle on the Boardwalk,Pedro Rizzo,W,Josh Barnett,L,Heavyweight Bout,KO/TKO,2,261,3,Mario Yamasaki,http://ufcstats.com/fight-details/75a401066ad784f6
7462,UFC 30: Battle on the Boardwalk,Bobby Hoffman,NC,Mark Robinson,NC,Heavyweight Bout,Overturned,1,207,2,John McCarthy,http://ufcstats.com/fight-details/651da45cc83ce011
7463,UFC 30: Battle on the Boardwalk,Phil Baroni,W,Curtis Stout,L,Middleweight Bout,Decision - Unanimous,2,300,2,Mason White,http://ufcstats.com/fight-details/a949b05c64e43131
7464,UFC 30: Battle on the Boardwalk,Sean Sherk,W,Tiki Ghosn,L,Welterweight Bout,Submission,2,287,2,Mason White,http://ufcstats.com/fight-details/bfb468c3427faa50
7465,UFC 29: Defense of the Belts,Tito Ortiz,W,Yuki Kondo,L,UFC Light Heavyweight Title Bout,Submission,1,112,5,John McCarthy,http://ufcstats.com/fight-details/2783ccf179321171
7466,UFC 29: Defense of the Belts,Pat Miletich,W,Kenichi Yamamoto,L,UFC Welterweight Title Bout,Submission,2,118,5,John McCarthy,http://ufcstats.com/fight-details/53a736ebc356cc4a
7467,UFC 29: Defense of the Belts,Matt Lindland,W,Yoji Anjo,L,Middleweight Bout,KO/TKO,1,178,3,John McCarthy,http://ufcstats.com/fight-details/c39728802a8409ee
7468,UFC 29: Defense of the Belts,Fabiano Iha,W,Daiju Takase,L,Welterweight Bout,KO/TKO,1,144,3,John McCarthy,http://ufcstats.com/fight-details/5a4f6ff454b1eeb8
7469,UFC 29: Defense of the Belts,Evan Tanner,W,Lance Gibson,L,Middleweight Bout,KO/TKO,1,298,3,Mario Yamasaki,http://ufcstats.com/fight-details/019eca4a900ed793
7470,UFC 29: Defense of the Belts,Dennis Hallman,W,Matt Hughes,L,Welterweight Bout,Submission,1,20,3,Mario Yamasaki,http://ufcstats.com/fight-details/3c49bf20e4442a81
7471,UFC 29: Defense of the Belts,Chuck Liddell,W,Jeff Monson,L,Middleweight Bout,Decision - Unanimous,3,300,3,Mario Yamasaki,http://ufcstats.com/fight-details/9ea4087371f7a892
7472,UFC 28: High Stakes,Randy Couture,W,Kevin Randleman,L,UFC Heavyweight Title Bout,KO/TKO,3,253,5,John McCarthy,http://ufcstats.com/fight-details/10cca6f437922b6c
7473,UFC 28: High Stakes,Renato Sobral,W,Maurice Smith,L,Heavyweight Bout,Decision - Majority,3,300,3,John McCarthy,http://ufcstats.com/fight-details/40d31c37e00d6d0b
7474,UFC 28: High Stakes,Josh Barnett,W,Gan McGee,L,Super Heavyweight Bout,KO/TKO,2,274,3,John McCarthy,http://ufcstats.com/fight-details/e4df2b73dff57d3a
7475,UFC 28: High Stakes,Andrei Arlovski,W,Aaron Brink,L,Heavyweight Bout,Submission,1,55,3,John McCarthy,http://ufcstats.com/fight-details/91cef206019c119e
7476,UFC 28: High Stakes,Jens Pulver,W,John Lewis,L,Lightweight Bout,KO/TKO,1,15,3,Mario Yamasaki,http://ufcstats.com/fight-details/be8e34d585be9dc7
7477,UFC 28: High Stakes,Mark Hughes,W,Alex Stiebling,L,Middleweight Bout,Decision - Unanimous,2,300,2,Mario Yamasaki,http://ufcstats.com/fight-details/b85ce7371fb18305
7478,UFC 28: High Stakes,Ben Earwood,W,Chris Lytle,L,Welterweight Bout,Decision - Unanimous,2,300,2,Mario Yamasaki,http://ufcstats.com/fight-details/4aef975838bc19ec
7479,UFC 27: Ultimate Bad Boyz,Pedro Rizzo,W,Dan Severn,L,Heavyweight Bout,KO/TKO,1,93,3,John McCarthy,http://ufcstats.com/fight-details/794ec0a93eca0492
7480,UFC 27: Ultimate Bad Boyz,Maurice Smith,W,Bobby Hoffman,L,Heavyweight Bout,Decision - Split,3,300,3,John McCarthy,http://ufcstats.com/fight-details/c5bec85a32462995
7481,UFC 27: Ultimate Bad Boyz,Jeremy Horn,W,Eugene Jackson,L,Middleweight Bout,Submission,1,272,3,Mario Yamasaki,http://ufcstats.com/fight-details/3ef7c2b26af8cf22
7482,UFC 27: Ultimate Bad Boyz,Fabiano Iha,W,Laverne Clark,L,Welterweight Bout,Submission,1,70,3,Mario Yamasaki,http://ufcstats.com/fight-details/0bec32c32da199ed
7483,UFC 27: Ultimate Bad Boyz,Yuki Kondo,W,Alexandre Dantas,L,Middleweight Bout,KO/TKO,3,148,3,John McCarthy,http://ufcstats.com/fight-details/8a9a37d68cc428d6
7484,UFC 27: Ultimate Bad Boyz,Ian Freeman,W,Tedd Williams,L,Heavyweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/ae54f944d1ba378f
7485,UFC 27: Ultimate Bad Boyz,Jeff Monson,W,Tim Lajcik,L,Heavyweight Bout,Decision - Unanimous,2,300,2,Mario Yamasaki,http://ufcstats.com/fight-details/075dee476361e83e
7486,UFC 27: Ultimate Bad Boyz,Brad Gumm,D,CJ Fernandes,D,Welterweight Bout,Decision - Unanimous,2,300,2,Mario Yamasaki,http://ufcstats.com/fight-details/c078544a32e18ba3
7487,UFC 26: Ultimate Field Of Dreams,Kevin Randleman,W,Pedro Rizzo,L,UFC Heavyweight Title Bout,Decision - Unanimous,5,300,5,John McCarthy,http://ufcstats.com/fight-details/cef1b43c77e02635
7488,UFC 26: Ultimate Field Of Dreams,Tyrone Roberts,W,David Dodd,L,Middleweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/60e5b2c1bdaa203e
7489,UFC 26: Ultimate Field Of Dreams,Pat Miletich,W,John Alessio,L,UFC Welterweight Title Bout,Submission,2,103,3,John McCarthy,http://ufcstats.com/fight-details/f0b2020d11a0cf94
7490,UFC 26: Ultimate Field Of Dreams,Amaury Bitetti,W,Alex Andrade,L,Middleweight Bout,DQ,2,43,3,John McCarthy,http://ufcstats.com/fight-details/a0dfc397caef4afe
7491,UFC 26: Ultimate Field Of Dreams,Matt Hughes,W,Marcelo Aguiar,L,Welterweight Bout,TKO - Doctor's Stoppage,1,274,3,Mario Yamasaki,http://ufcstats.com/fight-details/d84f88ac792e8c53
7492,UFC 26: Ultimate Field Of Dreams,Jens Pulver,W,Joao Roque,L,Lightweight Bout,Decision - Unanimous,3,300,3,Mario Yamasaki,http://ufcstats.com/fight-details/8452f6d5a1450cfb
7493,UFC 26: Ultimate Field Of Dreams,Ian Freeman,W,Nate Schroeder,L,Heavyweight Bout,KO/TKO,2,133,2,John McCarthy,http://ufcstats.com/fight-details/7edac7a0a2f72f28
7494,UFC 26: Ultimate Field Of Dreams,Shonie Carter,W,Adrian Serrano,L,Welterweight Bout,Decision - Unanimous,2,300,2,John McCarthy,http://ufcstats.com/fight-details/85f28a8276a141b6
7495,UFC 25: Ultimate Japan 3,Tito Ortiz,W,Wanderlei Silva,L,UFC Light Heavyweight Title Bout,Decision - Unanimous,5,300,5,John McCarthy,http://ufcstats.com/fight-details/0adfdf8f563be462
7496,UFC 25: Ultimate Japan 3,Murilo Bustamante,W,Yoji Anjo,L,Middleweight Bout,Submission,2,31,3,John McCarthy,http://ufcstats.com/fight-details/b675fb8f413b59e4
7497,UFC 25: Ultimate Japan 3,Sanae Kikuta,W,Eugene Jackson,L,Middleweight Bout,Submission,1,278,3,John McCarthy,http://ufcstats.com/fight-details/ba8b1ed5b05a719a
7498,UFC 25: Ultimate Japan 3,Ron Waterman,W,Satoshi Honma,L,Heavyweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/f6066d192a16f5ff
7499,UFC 25: Ultimate Japan 3,Ikuhisa Minowa,W,Joe Slick,L,Middleweight Bout,TKO - Doctor's Stoppage,3,114,3,John McCarthy,http://ufcstats.com/fight-details/9397493152c0669a
7500,UFC 25: Ultimate Japan 3,Laverne Clark,W,Koji Oishi,L,Lightweight Bout,Decision - Majority,3,300,3,John McCarthy,http://ufcstats.com/fight-details/cf8fe599f0b44fd5
7501,UFC 24: First Defense,Tedd Williams,W,Steve Judson,L,Heavyweight Bout,KO/TKO,1,203,3,John McCarthy,http://ufcstats.com/fight-details/9f2b94c46b70c6fb
7502,UFC 24: First Defense,Lance Gibson,W,Jermaine Andre,L,Middleweight Bout,KO/TKO,3,215,3,John McCarthy,http://ufcstats.com/fight-details/17be6e24dafd31e0
