fight_id,event_name,fighter_1,fighter_1_result,fighter_2,fighter_2_result,bout_type,method,end_round,end_time_round,max_round,referee,fight_link
1245,UFC Fight Night: Makhachev vs. Green,Victor Altamirano,L,Carlos Hernandez,W,Flyweight Bout,Decision - Split,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/181ceedcacc01d48
1246,UFC Fight Night: Walker vs. Hill,Johnny Walker,L,Jamahal Hill,W,Light Heavyweight Bout,KO/TKO,1,175,5,Jason Herzog,http://ufcstats.com/fight-details/f7865e5a6d009a87
1247,UFC Fight Night: Walker vs. Hill,Kyle Daukaus,W,Jamie Pickett,L,Catch Weight Bout,Submission,1,299,3,Herb Dean,http://ufcstats.com/fight-details/99fd8396cbe1df03
1248,UFC Fight Night: Walker vs. Hill,Parker Porter,W,Alan Baudot,L,Heavyweight Bout,Decision - Unanimous,3,300,3,Mark Smith,http://ufcstats.com/fight-details/93026443e5140415
1249,UFC Fight Night: Walker vs. Hill,Jim Miller,W,Nikolas Motta,L,Lightweight Bout,KO/TKO,2,118,3,Keith Peterson,http://ufcstats.com/fight-details/958799d957945a3a
1250,UFC Fight Night: Walker vs. Hill,Joaquin Buckley,W,Abdul Razak Alhassan,L,Middleweight Bout,Decision - Split,3,300,3,Herb Dean,http://ufcstats.com/fight-details/04e2d50c24a88dbd
1251,UFC Fight Night: Walker vs. Hill,Gabriel Benitez,L,David Onama,W,Featherweight Bout,KO/TKO,1,264,3,Mark Smith,http://ufcstats.com/fight-details/25da52bc590ef664
1252,UFC Fight Night: Walker vs. Hill,Jessica-Rose Clark,L,Stephanie Egger,W,Women's Bantamweight Bout,Submission,1,224,3,Jason Herzog,http://ufcstats.com/fight-details/e36a5d4d53b97d4e
1253,UFC Fight Night: Walker vs. Hill,Chas Skelly,W,Mark Striegl,L,Featherweight Bout,KO/TKO,2,121,3,Keith Peterson,http://ufcstats.com/fight-details/2d8db91f91f68069
1254,UFC Fight Night: Walker vs. Hill,Diana Belbita,L,Gloria de Paula,W,Women's Strawweight Bout,Decision - Unanimous,3,300,3,Mark Smith,http://ufcstats.com/fight-details/33cc40fc1da409d3
1255,UFC Fight Night: Walker vs. Hill,Chad Anheliger,W,Jesse Strader,L,Bantamweight Bout,KO/TKO,3,213,3,Herb Dean,http://ufcstats.com/fight-details/ea63f56779100678
1256,UFC Fight Night: Walker vs. Hill,Jonathan Pearce,W,Christian Rodriguez,L,Featherweight Bout,Decision - Unanimous,3,300,3,Jason Herzog,http://ufcstats.com/fight-details/528c208293bdef13
1257,UFC Fight Night: Walker vs. Hill,Mario Bautista,W,Jay Perrin,L,Bantamweight Bout,Decision - Unanimous,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/8cd583f6d10692bc
1258,UFC 271: Adesanya vs. Whittaker 2,Israel Adesanya,W,Robert Whittaker,L,UFC Middleweight Title Bout,Decision - Unanimous,5,300,5,Herb Dean,http://ufcstats.com/fight-details/ca8f73d038c4d6e7
1259,UFC 271: Adesanya vs. Whittaker 2,Derrick Lewis,L,Tai Tuivasa,W,Heavyweight Bout,KO/TKO,2,100,3,Dan Miragliotta,http://ufcstats.com/fight-details/bb42336d6417914c
1260,UFC 271: Adesanya vs. Whittaker 2,Jared Cannonier,W,Derek Brunson,L,Middleweight Bout,KO/TKO,2,269,3,Kerry Hatley,http://ufcstats.com/fight-details/18a1617ee7356352
1261,UFC 271: Adesanya vs. Whittaker 2,Alexander Hernandez,L,Renato Moicano,W,Lightweight Bout,Submission,2,83,3,Mike Beltran,http://ufcstats.com/fight-details/238832b58a66ae07
1262,UFC 271: Adesanya vs. Whittaker 2,Bobby Green,W,Nasrat Haqparast,L,Lightweight Bout,Decision - Unanimous,3,300,3,Mike Beltran,http://ufcstats.com/fight-details/388adad23aaa9d39
1263,UFC 271: Adesanya vs. Whittaker 2,Andrei Arlovski,W,Jared Vanderaa,L,Heavyweight Bout,Decision - Split,3,300,3,Mike Beltran,http://ufcstats.com/fight-details/81c22cfa22002ea4
1264,UFC 271: Adesanya vs. Whittaker 2,Roxanne Modafferi,L,Casey O'Neill,W,Women's Flyweight Bout,Decision - Split,3,300,3,Jacob Montalvo,http://ufcstats.com/fight-details/b1e048825b5bbe1c
1265,UFC 271: Adesanya vs. Whittaker 2,Kyler Phillips,W,Marcelo Rojo,L,Bantamweight Bout,Submission,3,108,3,Dan Miragliotta,http://ufcstats.com/fight-details/a0ba726da4a50458
1266,UFC 271: Adesanya vs. Whittaker 2,Carlos Ulberg,W,Fabio Cherant,L,Light Heavyweight Bout,Decision - Unanimous,3,300,3,Dan Miragliotta,http://ufcstats.com/fight-details/3bebd99d5f94bec7
1267,UFC 271: Adesanya vs. Whittaker 2,Mana Martinez,L,Ronnie Lawrence,W,Bantamweight Bout,Decision - Unanimous,3,300,3,Jacob Montalvo,http://ufcstats.com/fight-details/19e742ccaa09cf08
1268,UFC 271: Adesanya vs. Whittaker 2,AJ Dobson,L,Jacob Malkoun,W,Middleweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/c16bda7548181613
1269,UFC 271: Adesanya vs. Whittaker 2,Douglas Silva de Andrade,W,Sergey Morozov,L,Bantamweight Bout,Submission,2,204,3,Kerry Hatley,http://ufcstats.com/fight-details/821bef3a3394dd96
1270,UFC 271: Adesanya vs. Whittaker 2,Jeremiah Wells,W,Blood Diamond,L,Welterweight Bout,Submission,1,278,3,Jacob Montalvo,http://ufcstats.com/fight-details/507080ccded73591
1271,UFC 271: Adesanya vs. Whittaker 2,William Knight,L,Maxim Grishin,W,Heavyweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/6708f3a32861038a
1272,UFC Fight Night: Hermansson vs. Strickland,Jack Hermansson,L,Sean Strickland,W,Middleweight Bout,Decision - Split,5,300,5,Herb Dean,http://ufcstats.com/fight-details/4b67a1875390e7ad
1273,UFC Fight Night: Hermansson vs. Strickland,Punahele Soriano,L,Nick Maximov,W,Middleweight Bout,Decision - Split,3,300,3,Mark Smith,http://ufcstats.com/fight-details/ace166f26c2ac2e8
1274,UFC Fight Night: Hermansson vs. Strickland,Shavkat Rakhmonov,W,Carlston Harris,L,Welterweight Bout,KO/TKO,1,250,3,Mike Beltran,http://ufcstats.com/fight-details/6b4c2cc27855506a
1275,UFC Fight Night: Hermansson vs. Strickland,Sam Alvey,L,Brendan Allen,W,Light Heavyweight Bout,Submission,2,130,3,Chris Tognoni,http://ufcstats.com/fight-details/0730c4e6fb247fa1
1276,UFC Fight Night: Hermansson vs. Strickland,Tresean Gore,L,Bryan Battle,W,Middleweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/0489b42ac0ab6d4b
1277,UFC Fight Night: Hermansson vs. Strickland,Julian Erosa,W,Steven Peterson,L,Featherweight Bout,Decision - Split,3,300,3,Mark Smith,http://ufcstats.com/fight-details/208c5dc52ccfd47a
1278,UFC Fight Night: Hermansson vs. Strickland,Miles Johns,L,John Castaneda,W,Bantamweight Bout,Submission,3,98,3,Mike Beltran,http://ufcstats.com/fight-details/c816a969cb001168
1279,UFC Fight Night: Hermansson vs. Strickland,Hakeem Dawodu,W,Michael Trizano,L,Featherweight Bout,Decision - Unanimous,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/84ebbad426d25713
1280,UFC Fight Night: Hermansson vs. Strickland,Chidi Njokuani,W,Marc-Andre Barriault,L,Middleweight Bout,KO/TKO,1,16,3,Herb Dean,http://ufcstats.com/fight-details/f9ab966e63968c15
1281,UFC Fight Night: Hermansson vs. Strickland,Alexis Davis,W,Julija Stoliarenko,L,Women's Bantamweight Bout,Decision - Unanimous,3,300,3,Mark Smith,http://ufcstats.com/fight-details/673ed36fa5c12d5f
1282,UFC Fight Night: Hermansson vs. Strickland,Jailton Almeida,W,Danilo Marques,L,Light Heavyweight Bout,KO/TKO,1,177,3,Mike Beltran,http://ufcstats.com/fight-details/e82f15afac3dac93
1283,UFC Fight Night: Hermansson vs. Strickland,Jason Witt,L,Phil Rowe,W,Welterweight Bout,KO/TKO,2,135,3,Chris Tognoni,http://ufcstats.com/fight-details/342779192b116314
1284,UFC Fight Night: Hermansson vs. Strickland,Malcolm Gordon,W,Denys Bondar,L,Flyweight Bout,KO/TKO,1,82,3,Mark Smith,http://ufcstats.com/fight-details/1765fc442ea03873
1285,UFC 270: Ngannou vs. Gane,Francis Ngannou,W,Ciryl Gane,L,UFC Heavyweight Title Bout,Decision - Unanimous,5,300,5,Herb Dean,http://ufcstats.com/fight-details/e786542667fdecf0
1286,UFC 270: Ngannou vs. Gane,Brandon Moreno,L,Deiveson Figueiredo,W,UFC Flyweight Title Bout,Decision - Unanimous,5,300,5,Jason Herzog,http://ufcstats.com/fight-details/cddd3d4febe097f8
1287,UFC 270: Ngannou vs. Gane,Michel Pereira,W,Andre Fialho,L,Welterweight Bout,Decision - Unanimous,3,300,3,Mike Beltran,http://ufcstats.com/fight-details/5ba543efdce072f5
1288,UFC 270: Ngannou vs. Gane,Cody Stamann,L,Said Nurmagomedov,W,Bantamweight Bout,Submission,1,47,3,Frank Trigg,http://ufcstats.com/fight-details/80f65ee9b6f8d63b
1289,UFC 270: Ngannou vs. Gane,Michael Morales,W,Trevin Giles,L,Welterweight Bout,KO/TKO,1,246,3,Mike Beltran,http://ufcstats.com/fight-details/453283e947919ff7
1290,UFC 270: Ngannou vs. Gane,Raoni Barcelos,L,Victor Henry,W,Bantamweight Bout,Decision - Unanimous,3,300,3,Jason Herzog,http://ufcstats.com/fight-details/44a55ba1de2b30e2
1291,UFC 270: Ngannou vs. Gane,Jack Della Maddalena,W,Pete Rodriguez,L,Welterweight Bout,KO/TKO,1,179,3,Frank Trigg,http://ufcstats.com/fight-details/0669231ebe3dd560
1292,UFC 270: Ngannou vs. Gane,Tony Gravely,W,Saimon Oliveira,L,Bantamweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/9687021e5c4d092a
1293,UFC 270: Ngannou vs. Gane,Matt Frevola,W,Genaro Valdez,L,Lightweight Bout,KO/TKO,1,195,3,Mike Beltran,http://ufcstats.com/fight-details/5da7168ac2ff0e1d
1294,UFC 270: Ngannou vs. Gane,Silvana Gomez Juarez,L,Vanessa Demopoulos,W,Women's Strawweight Bout,Submission,1,145,3,Frank Trigg,http://ufcstats.com/fight-details/4047c2e259529179
1295,UFC 270: Ngannou vs. Gane,Kay Hansen,L,Jasmine Jasudavicius,W,Women's Flyweight Bout,Decision - Unanimous,3,300,3,Jason Herzog,http://ufcstats.com/fight-details/0a0beb5aa9810de4
1296,UFC Fight Night: Kattar vs. Chikadze,Calvin Kattar,W,Giga Chikadze,L,Featherweight Bout,Decision - Unanimous,5,300,5,Keith Peterson,http://ufcstats.com/fight-details/9dfcf675cf2c1575
1297,UFC Fight Night: Kattar vs. Chikadze,Jake Collier,W,Chase Sherman,L,Heavyweight Bout,Submission,1,146,3,Herb Dean,http://ufcstats.com/fight-details/3bcbb0e039f4f5d8
1298,UFC Fight Night: Kattar vs. Chikadze,Brandon Royval,W,Rogerio Bontorin,L,Flyweight Bout,Decision - Split,3,300,3,Mark Smith,http://ufcstats.com/fight-details/8d89f3b8798f444d
1299,UFC Fight Night: Kattar vs. Chikadze,Katlyn Cerminara,W,Jennifer Maia,L,Women's Flyweight Bout,Decision - Unanimous,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/f9a4e625dffc30d4
1300,UFC Fight Night: Kattar vs. Chikadze,Dakota Bush,L,Viacheslav Borshchev,W,Lightweight Bout,KO/TKO,1,227,3,Herb Dean,http://ufcstats.com/fight-details/b5b5156c713c5d47
1301,UFC Fight Night: Kattar vs. Chikadze,Bill Algeo,W,Joanderson Brito,L,Featherweight Bout,Decision - Unanimous,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/8693027377658e61
1302,UFC Fight Night: Kattar vs. Chikadze,Jamie Pickett,W,Joseph Holmes,L,Middleweight Bout,Decision - Unanimous,3,300,3,Mark Smith,http://ufcstats.com/fight-details/e8517ed0b49abc37
1303,UFC Fight Night: Kattar vs. Chikadze,Court McGee,W,Ramiz Brahimaj,L,Welterweight Bout,Decision - Unanimous,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/3738135e4c9d8273
1304,UFC Fight Night: Kattar vs. Chikadze,Brian Kelleher,W,Kevin Croom,L,Featherweight Bout,Decision - Unanimous,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/7c2a02b5ea169b54
1305,UFC Fight Night: Kattar vs. Chikadze,TJ Brown,W,Charles Rosa,L,Lightweight Bout,Decision - Unanimous,3,300,3,Mark Smith,http://ufcstats.com/fight-details/3a8c0158d910546d
1306,UFC Fight Night: Lewis vs. Daukaus,Derrick Lewis,W,Chris Daukaus,L,Heavyweight Bout,KO/TKO,1,216,5,Mark Smith,http://ufcstats.com/fight-details/4b7ec02b39fc6f70
1307,UFC Fight Night: Lewis vs. Daukaus,Stephen Thompson,L,Belal Muhammad,W,Welterweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/8b3b38167060b1d7
1308,UFC Fight Night: Lewis vs. Daukaus,Amanda Lemos,W,Angela Hill,L,Women's Strawweight Bout,Decision - Split,3,300,3,Jason Herzog,http://ufcstats.com/fight-details/2e200563dd7c4922
1309,UFC Fight Night: Lewis vs. Daukaus,Raphael Assuncao,L,Ricky Simon,W,Bantamweight Bout,KO/TKO,2,134,3,Chris Tognoni,http://ufcstats.com/fight-details/a43dcd04788d95c7
1310,UFC Fight Night: Lewis vs. Daukaus,Diego Ferreira,L,Mateusz Gamrot,W,Lightweight Bout,KO/TKO,2,206,3,Jason Herzog,http://ufcstats.com/fight-details/730f14ccff80f3b0
1311,UFC Fight Night: Lewis vs. Daukaus,Cub Swanson,W,Darren Elkins,L,Featherweight Bout,KO/TKO,1,132,3,Herb Dean,http://ufcstats.com/fight-details/2a5484a6d5e7a2da
1312,UFC Fight Night: Lewis vs. Daukaus,Dustin Stoltzfus,L,Gerald Meerschaert,W,Middleweight Bout,Submission,3,178,3,Mark Smith,http://ufcstats.com/fight-details/bdaca0a96d44438a
1313,UFC Fight Night: Lewis vs. Daukaus,Justin Tafa,W,Harry Hunsucker,L,Heavyweight Bout,KO/TKO,1,113,3,Herb Dean,http://ufcstats.com/fight-details/fc0927c657c51622
1314,UFC Fight Night: Lewis vs. Daukaus,Sijara Eubanks,L,Melissa Gatto,W,Women's Flyweight Bout,KO/TKO,3,45,3,Chris Tognoni,http://ufcstats.com/fight-details/dd552b389152636a
1315,UFC Fight Night: Lewis vs. Daukaus,Charles Jourdain,W,Andre Ewell,L,Featherweight Bout,Decision - Unanimous,3,300,3,Mark Smith,http://ufcstats.com/fight-details/b4f88d65b47c2a39
1316,UFC Fight Night: Lewis vs. Daukaus,Raquel Pennington,W,Macy Chiasson,L,Women's Featherweight Bout,Submission,2,187,3,Jason Herzog,http://ufcstats.com/fight-details/85d9a516c3c6c205
1317,UFC Fight Night: Lewis vs. Daukaus,Don'Tale Mayes,W,Josh Parisian,L,Heavyweight Bout,KO/TKO,3,206,3,Herb Dean,http://ufcstats.com/fight-details/a760d0f5de2e1aaa
1318,UFC Fight Night: Lewis vs. Daukaus,Jordan Leavitt,W,Matt Sayles,L,Lightweight Bout,Submission,2,125,3,Chris Tognoni,http://ufcstats.com/fight-details/ea76a3af8c5ecc55
1319,UFC 269: Oliveira vs. Poirier,Charles Oliveira,W,Dustin Poirier,L,UFC Lightweight Title Bout,Submission,3,62,5,Herb Dean,http://ufcstats.com/fight-details/b22eab3aa1522f40
1320,UFC 269: Oliveira vs. Poirier,Amanda Nunes,L,Julianna Pena,W,UFC Women's Bantamweight Title Bout,Submission,2,206,5,Marc Goddard,http://ufcstats.com/fight-details/0b633295d9e017a3
1321,UFC 269: Oliveira vs. Poirier,Geoff Neal,W,Santiago Ponzinibbio,L,Welterweight Bout,Decision - Split,3,300,3,Mark Smith,http://ufcstats.com/fight-details/2d0d13dfc6c37ba8
1322,UFC 269: Oliveira vs. Poirier,Kai Kara-France,W,Cody Garbrandt,L,Flyweight Bout,KO/TKO,1,201,3,Herb Dean,http://ufcstats.com/fight-details/795aa42785a46643
1323,UFC 269: Oliveira vs. Poirier,Raulian Paiva,L,Sean O'Malley,W,Bantamweight Bout,KO/TKO,1,282,3,Jason Herzog,http://ufcstats.com/fight-details/8c01b7dccc4d0926
1324,UFC 269: Oliveira vs. Poirier,Josh Emmett,W,Dan Ige,L,Featherweight Bout,Decision - Unanimous,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/6537a32e7af905b0
1325,UFC 269: Oliveira vs. Poirier,Pedro Munhoz,L,Dominick Cruz,W,Bantamweight Bout,Decision - Unanimous,3,300,3,Marc Goddard,http://ufcstats.com/fight-details/abb8c6c0a057184e
1326,UFC 269: Oliveira vs. Poirier,Augusto Sakai,L,Tai Tuivasa,W,Heavyweight Bout,KO/TKO,2,26,3,Mark Smith,http://ufcstats.com/fight-details/50f2539c73b98eec
1327,UFC 269: Oliveira vs. Poirier,Jordan Wright,L,Bruno Silva,W,Middleweight Bout,KO/TKO,1,88,3,Herb Dean,http://ufcstats.com/fight-details/9039762cb9f4abdb
1328,UFC 269: Oliveira vs. Poirier,Andre Muniz,W,Eryk Anders,L,Middleweight Bout,Submission,1,193,3,Marc Goddard,http://ufcstats.com/fight-details/16243b1470887cb6
1329,UFC 269: Oliveira vs. Poirier,Miranda Maverick,L,Erin Blanchfield,W,Women's Flyweight Bout,Decision - Unanimous,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/fc2a30bfb760bdf8
1330,UFC 269: Oliveira vs. Poirier,Ryan Hall,W,Darrick Minner,L,Featherweight Bout,Decision - Unanimous,3,300,3,Jason Herzog,http://ufcstats.com/fight-details/537a5aa4c248830e
1331,UFC 269: Oliveira vs. Poirier,Randy Costa,L,Tony Kelley,W,Bantamweight Bout,KO/TKO,2,255,3,Mark Smith,http://ufcstats.com/fight-details/8bcdcfb0f93f1409
1332,UFC 269: Oliveira vs. Poirier,Gillian Robertson,W,Priscila Cachoeira,L,Women's Flyweight Bout,Submission,1,299,3,Chris Tognoni,http://ufcstats.com/fight-details/505397f405e40206
1333,UFC Fight Night: Font vs. Aldo,Rob Font,L,Jose Aldo,W,Bantamweight Bout,Decision - Unanimous,5,300,5,Keith Peterson,http://ufcstats.com/fight-details/3109d1151f149aaf
1334,UFC Fight Night: Font vs. Aldo,Brad Riddell,L,Rafael Fiziev,W,Lightweight Bout,KO/TKO,3,140,3,Herb Dean,http://ufcstats.com/fight-details/a38648a1c190f9be
1335,UFC Fight Night: Font vs. Aldo,Jimmy Crute,L,Jamahal Hill,W,Light Heavyweight Bout,KO/TKO,1,48,3,Mark Smith,http://ufcstats.com/fight-details/b3847772199e2639
1336,UFC Fight Night: Font vs. Aldo,Clay Guida,W,Leonardo Santos,L,Lightweight Bout,Submission,2,81,3,Keith Peterson,http://ufcstats.com/fight-details/5d64044b985004e7
1337,UFC Fight Night: Font vs. Aldo,Brendan Allen,L,Chris Curtis,W,Middleweight Bout,KO/TKO,2,118,3,Herb Dean,http://ufcstats.com/fight-details/9e5bbbacf1d92cb4
1338,UFC Fight Night: Font vs. Aldo,Alex Morono,W,Mickey Gall,L,Welterweight Bout,Decision - Unanimous,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/657b7da9c89352fe
1339,UFC Fight Night: Font vs. Aldo,Maki Pitolo,L,Dusko Todorovic,W,Middleweight Bout,KO/TKO,1,274,3,Mark Smith,http://ufcstats.com/fight-details/723a8a8c82cab1c8
1340,UFC Fight Night: Font vs. Aldo,Manel Kape,W,Zhalgas Zhumagulov,L,Flyweight Bout,KO/TKO,1,242,3,Keith Peterson,http://ufcstats.com/fight-details/376dddfa82debbf4
1341,UFC Fight Night: Font vs. Aldo,Bryan Barberena,W,Darian Weeks,L,Welterweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/405bded9cc7a7c15
1342,UFC Fight Night: Font vs. Aldo,Cheyanne Vlismas,W,Mallory Martin,L,Women's Strawweight Bout,Decision - Unanimous,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/3fc8afbb23b9ac16
1343,UFC Fight Night: Font vs. Aldo,Alonzo Menifield,L,William Knight,W,Light Heavyweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/42b28adbed6966b7
1344,UFC Fight Night: Font vs. Aldo,Claudio Puelles,W,Chris Gruetzemacher,L,Lightweight Bout,Submission,3,205,3,Keith Peterson,http://ufcstats.com/fight-details/c74b03337a8441ed
1345,UFC Fight Night: Font vs. Aldo,Louis Smolka,L,Vince Morales,W,Bantamweight Bout,KO/TKO,1,122,3,Chris Tognoni,http://ufcstats.com/fight-details/1ce1a43ef68ffc7d
1346,UFC Fight Night: Vieira vs. Tate,Ketlen Vieira,W,Miesha Tate,L,Women's Bantamweight Bout,Decision - Unanimous,5,300,5,Jason Herzog,http://ufcstats.com/fight-details/18f19b1422e8154b
1347,UFC Fight Night: Vieira vs. Tate,Michael Chiesa,L,Sean Brady,W,Welterweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/50bf4bb2f8d9aba4
1348,UFC Fight Night: Vieira vs. Tate,Joanne Wood,L,Taila Santos,W,Women's Flyweight Bout,Submission,1,289,3,Jason Herzog,http://ufcstats.com/fight-details/bb15c0a2911043bd
1349,UFC Fight Night: Vieira vs. Tate,Rani Yahya,W,Kyung Ho Kang,L,Bantamweight Bout,Decision - Unanimous,3,300,3,Mark Smith,http://ufcstats.com/fight-details/1cd8f5a107f64e39
1350,UFC Fight Night: Vieira vs. Tate,Davey Grant,L,Adrian Yanez,W,Bantamweight Bout,Decision - Split,3,300,3,Herb Dean,http://ufcstats.com/fight-details/9b9ef12603e820ec
1351,UFC Fight Night: Vieira vs. Tate,Pat Sabatini,W,Tucker Lutz,L,Featherweight Bout,Decision - Unanimous,3,300,3,Mark Smith,http://ufcstats.com/fight-details/f592f168f3b8b807
1352,UFC Fight Night: Vieira vs. Tate,Rafa Garcia,W,Natan Levy,L,Lightweight Bout,Decision - Unanimous,3,300,3,Jason Herzog,http://ufcstats.com/fight-details/fd60e75303622e5e
1353,UFC Fight Night: Vieira vs. Tate,Loma Lookboonmee,L,Loopy Godinez,W,Women's Strawweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/450534f9fb9b13cd
1354,UFC Fight Night: Vieira vs. Tate,Cody Durden,W,Aoriqileng,L,Flyweight Bout,Decision - Unanimous,3,300,3,Jason Herzog,http://ufcstats.com/fight-details/84c68c4c387d2e32
1355,UFC Fight Night: Vieira vs. Tate,Shayilan Nuerdanbieke,W,Sean Soriano,L,Featherweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/1ff89e2a9cc2f2d2
1356,UFC Fight Night: Vieira vs. Tate,Luana Pinheiro,W,Sam Hughes,L,Women's Strawweight Bout,Decision - Unanimous,3,300,3,Mark Smith,http://ufcstats.com/fight-details/8dd086e2e70144fd
1357,UFC Fight Night: Holloway vs. Rodriguez,Max Holloway,W,Yair Rodriguez,L,Featherweight Bout,Decision - Unanimous,5,300,5,Marc Goddard,http://ufcstats.com/fight-details/147e984aa34e3028
1358,UFC Fight Night: Holloway vs. Rodriguez,Ben Rothwell,L,Marcos Rogerio de Lima,W,Heavyweight Bout,KO/TKO,1,32,3,Herb Dean,http://ufcstats.com/fight-details/1013cdbb6c9a4a2e
1359,UFC Fight Night: Holloway vs. Rodriguez,Felicia Spencer,W,Leah Letson,L,Women's Featherweight Bout,KO/TKO,3,265,3,Mark Smith,http://ufcstats.com/fight-details/e6ce8360ef43891c
1360,UFC Fight Night: Holloway vs. Rodriguez,Miguel Baeza,L,Khaos Williams,W,Welterweight Bout,KO/TKO,3,62,3,Chris Tognoni,http://ufcstats.com/fight-details/8636b67096df4b27
1361,UFC Fight Night: Holloway vs. Rodriguez,Song Yadong,W,Julio Arce,L,Bantamweight Bout,KO/TKO,2,95,3,Herb Dean,http://ufcstats.com/fight-details/73c97d5c314f1270
1362,UFC Fight Night: Holloway vs. Rodriguez,Thiago Moises,L,Joel Alvarez,W,Lightweight Bout,KO/TKO,1,181,3,Marc Goddard,http://ufcstats.com/fight-details/0273dbd5dedbdbe0
1363,UFC Fight Night: Holloway vs. Rodriguez,Cynthia Calvillo,L,Andrea Lee,W,Women's Flyweight Bout,KO/TKO,2,300,3,Mark Smith,http://ufcstats.com/fight-details/c0518d213b67e754
