fight_id,event_name,fighter_1_link,fighter_1,fighter_1_result,fighter_2_link,fighter_2,fighter_2_result,bout_type,method,end_round,end_time_round,max_round,referee,fight_link
87,UFC 303: Pereira vs. Prochazka 2,http://ufcstats.com/fighter-details/cc8c623cca88f54f,Mayra Bueno Silva,L,http://ufcstats.com/fighter-details/9cdd2da1a9104a0b,Macy Chiasson,W,Women's Bantamweight Bout,TKO - Doctor's Stoppage,2,118,3,Chris Tognoni,http://ufcstats.com/fight-details/a571c622ab89b3d9
88,UFC 303: Pereira vs. Prochazka 2,http://ufcstats.com/fighter-details/442c9011034ae1fd,Ian Machado Garry,W,http://ufcstats.com/fighter-details/a67d071163962af8,Michael Page,L,Welterweight Bout,Decision - Unanimous,3,300,3,Mark Smith,http://ufcstats.com/fight-details/fbf77262d8da342b
89,UFC 303: Pereira vs. Prochazka 2,http://ufcstats.com/fighter-details/c1085e1701b13eca,Joe Pyfer,W,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d,Marc-Andre Barriault,L,Middleweight Bout,KO/TKO,1,85,3,Herb Dean,http://ufcstats.com/fight-details/daa6b47be304ec86
90,UFC 303: Pereira vs. Prochazka 2,http://ufcstats.com/fighter-details/d247691a6c0e9034,Cub Swanson,L,http://ufcstats.com/fighter-details/8fd808923cffff82,Andre Fili,W,Featherweight Bout,Decision - Split,3,300,3,Jason Herzog,http://ufcstats.com/fight-details/08489fdfb56ee19c
91,UFC 303: Pereira vs. Prochazka 2,http://ufcstats.com/fighter-details/f1d64ae34e088832,Charles Jourdain,L,http://ufcstats.com/fighter-details/52ef95b5860fb28c,Jean Silva,W,Featherweight Bout,KO/TKO,2,82,3,Marc Goddard,http://ufcstats.com/fight-details/2b7883b304b3df1c
92,UFC 303: Pereira vs. Prochazka 2,http://ufcstats.com/fighter-details/6e743a33d56bdaa4,Payton Talbott,W,http://ufcstats.com/fighter-details/eb70e786bbdf1d16,Yanis Ghemmouri,L,Bantamweight Bout,KO/TKO,1,19,3,Chris Tognoni,http://ufcstats.com/fight-details/5f8a92f10e5451ce
93,UFC 303: Pereira vs. Prochazka 2,http://ufcstats.com/fighter-details/eb04b9d31e938edb,Michelle Waterson-Gomez,L,http://ufcstats.com/fighter-details/38c7f72747f4f712,Gillian Robertson,W,Women's Strawweight Bout,Decision - Unanimous,3,300,3,Jason Herzog,http://ufcstats.com/fight-details/2517029ff9c1a1a2
94,UFC 303: Pereira vs. Prochazka 2,http://ufcstats.com/fighter-details/3738e68d2261e60f,Andrei Arlovski,L,http://ufcstats.com/fighter-details/8eb046f83e82bf26,Martin Buday,W,Heavyweight Bout,Decision - Split,3,300,3,Mark Smith,http://ufcstats.com/fight-details/3bbc222130d9dac7
95,UFC 303: Pereira vs. Prochazka 2,http://ufcstats.com/fighter-details/2f43a3e82661fa99,Rei Tsuruya,W,http://ufcstats.com/fighter-details/798e48f9e7f6ba22,Carlos Hernandez,L,Flyweight Bout,Decision - Unanimous,3,300,3,Marc Goddard,http://ufcstats.com/fight-details/7856621db043423d
96,UFC 303: Pereira vs. Prochazka 2,http://ufcstats.com/fighter-details/5987b2458f4b5290,Ricky Simon,L,http://ufcstats.com/fighter-details/18d01f7f8338ae72,Vinicius Oliveira,W,Bantamweight Bout,Decision - Unanimous,3,300,3,Mark Smith,http://ufcstats.com/fight-details/bbe3d8a37a276511
97,UFC Fight Night: Whittaker vs. Aliskerov,http://ufcstats.com/fighter-details/e1147d3d2dabe1ce,Robert Whittaker,W,http://ufcstats.com/fighter-details/b07aed698fba8624,Ikram Aliskerov,L,Middleweight Bout,KO/TKO,1,109,5,Marc Goddard,http://ufcstats.com/fight-details/eba46dbf9cdd83c0
98,UFC Fight Night: Whittaker vs. Aliskerov,http://ufcstats.com/fighter-details/f14cf73e51b29254,Sergei Pavlovich,L,http://ufcstats.com/fighter-details/279566840aa55bf2,Alexander Volkov,W,Heavyweight Bout,Decision - Unanimous,3,300,3,Jason Herzog,http://ufcstats.com/fight-details/cd3bb8a2824fbf22
99,UFC Fight Night: Whittaker vs. Aliskerov,http://ufcstats.com/fighter-details/8c0580d4fff106c1,Kelvin Gastelum,W,http://ufcstats.com/fighter-details/8a1f3b5c526cd6e6,Daniel Rodriguez,L,Middleweight Bout,Decision - Unanimous,3,300,3,Rich Mitchell,http://ufcstats.com/fight-details/8ddd53a7ed3754d5
100,UFC Fight Night: Whittaker vs. Aliskerov,http://ufcstats.com/fighter-details/06734ca9d88dec3a,Shara Magomedov,W,http://ufcstats.com/fighter-details/6d48a2df51749d91,Antonio Trocoli,L,Middleweight Bout,KO/TKO,3,147,3,Marc Goddard,http://ufcstats.com/fight-details/fbbf5391ea25521b
101,UFC Fight Night: Whittaker vs. Aliskerov,http://ufcstats.com/fighter-details/c21f26bbde777573,Johnny Walker,L,http://ufcstats.com/fighter-details/0845c81e37d3bcb3,Volkan Oezdemir,W,Light Heavyweight Bout,KO/TKO,1,148,3,Jason Herzog,http://ufcstats.com/fight-details/9d5f562e0572058c
102,UFC Fight Night: Whittaker vs. Aliskerov,http://ufcstats.com/fighter-details/b7b84ccd221be298,Nasrat Haqparast,W,http://ufcstats.com/fighter-details/7026eca45f65377b,Jared Gordon,L,Lightweight Bout,Decision - Split,3,300,3,Rich Mitchell,http://ufcstats.com/fight-details/774fb0c0c1c2bc6a
103,UFC Fight Night: Whittaker vs. Aliskerov,http://ufcstats.com/fighter-details/8d11d9c13e2ccdf7,Muhammad Naimov,L,http://ufcstats.com/fighter-details/9256f591b30c073e,Felipe Lima,W,Featherweight Bout,Submission,3,75,3,Thomas Fan,http://ufcstats.com/fight-details/8bd5f20f49434c65
104,UFC Fight Night: Whittaker vs. Aliskerov,http://ufcstats.com/fighter-details/8f765fd5775a8873,Rinat Fakhretdinov,W,http://ufcstats.com/fighter-details/9d19d9e4aa2662e8,Nicolas Dalby,L,Welterweight Bout,Decision - Split,3,300,3,Thomas Fan,http://ufcstats.com/fight-details/de1acb6803ab3f14
105,UFC Fight Night: Whittaker vs. Aliskerov,http://ufcstats.com/fighter-details/a7897d200692ab64,Kyung Ho Kang,L,http://ufcstats.com/fighter-details/a54660deb6a8489c,Muin Gafurov,W,Bantamweight Bout,Decision - Unanimous,3,300,3,Marc Goddard,http://ufcstats.com/fight-details/8db5cf5df713a7e9
106,UFC Fight Night: Whittaker vs. Aliskerov,http://ufcstats.com/fighter-details/6e344b71421103da,Magomed Gadzhiyasulov,W,http://ufcstats.com/fighter-details/49edd0d90f60fb7d,Brendson Ribeiro,L,Light Heavyweight Bout,Decision - Majority,3,300,3,Jason Herzog,http://ufcstats.com/fight-details/0ac2da3dbaf2fce2
107,UFC Fight Night: Whittaker vs. Aliskerov,http://ufcstats.com/fighter-details/86bace9e4ad85542,Xiao Long,L,http://ufcstats.com/fighter-details/117a06469813e4ef,ChangHo Lee,W,Bantamweight Bout,Decision - Split,3,300,3,Thomas Fan,http://ufcstats.com/fight-details/c0d6feef69ccb330
108,UFC Fight Night: Perez vs. Taira,http://ufcstats.com/fighter-details/ab2b4ff41d6ebe0f,Alex Perez,L,http://ufcstats.com/fighter-details/4461d7e47375a895,Tatsuro Taira,W,Flyweight Bout,KO/TKO,2,179,5,Herb Dean,http://ufcstats.com/fight-details/7f14be4e45bca6bd
109,UFC Fight Night: Perez vs. Taira,http://ufcstats.com/fighter-details/3a314d9fa7c6825d,Douglas Silva de Andrade,L,http://ufcstats.com/fighter-details/46e0d677f91bacc0,Miles Johns,W,Bantamweight Bout,Decision - Unanimous,3,300,3,Mark Smith,http://ufcstats.com/fight-details/6bdb93f9b4581bf6
110,UFC Fight Night: Perez vs. Taira,http://ufcstats.com/fighter-details/0e46690e55a8df75,Timmy Cuamba,L,http://ufcstats.com/fighter-details/710f0f8c5d5c9d41,Lucas Almeida,W,Featherweight Bout,Decision - Unanimous,3,300,3,Mike Beltran,http://ufcstats.com/fight-details/78a7bf038e56881d
111,UFC Fight Night: Perez vs. Taira,http://ufcstats.com/fighter-details/7af33fc4435017f1,Brady Hiestand,W,http://ufcstats.com/fighter-details/1effd880e1f1bb30,Garrett Armfield,L,Bantamweight Bout,Submission,3,112,3,Chris Tognoni,http://ufcstats.com/fight-details/fea3a0643218e16b
112,UFC Fight Night: Perez vs. Taira,http://ufcstats.com/fighter-details/8d3273573b85be09,Asu Almabayev,W,http://ufcstats.com/fighter-details/84f727cf0166d6f2,Jose Johnson,L,Flyweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/3b1438e9ec64990e
113,UFC Fight Night: Perez vs. Taira,http://ufcstats.com/fighter-details/876f478f796495f7,Josh Quinlan,L,http://ufcstats.com/fighter-details/a01a62132460a98d,Adam Fugitt,W,Welterweight Bout,Decision - Split,3,300,3,Mark Smith,http://ufcstats.com/fight-details/ab7bc93bdf4132c4
114,UFC Fight Night: Perez vs. Taira,http://ufcstats.com/fighter-details/09e62c450e754913,Jimmy Flick,L,http://ufcstats.com/fighter-details/6e9f40c706f91f32,Nate Maness,W,Flyweight Bout,Decision - Unanimous,3,300,3,Mike Beltran,http://ufcstats.com/fight-details/6f31285305881fe3
115,UFC Fight Night: Perez vs. Taira,http://ufcstats.com/fighter-details/f1ab6f37492c630a,Carli Judice,L,http://ufcstats.com/fighter-details/a6eb54ae17a551be,Gabriella Fernandes,W,Women's Flyweight Bout,Decision - Split,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/19ef5890b20f903a
116,UFC Fight Night: Perez vs. Taira,http://ufcstats.com/fighter-details/57186c150c645200,Jeka Saragih,L,http://ufcstats.com/fighter-details/7b3503352cd53abb,Westin Wilson,W,Featherweight Bout,Submission,1,109,3,Mark Smith,http://ufcstats.com/fight-details/e47523ac32bfa24c
117,UFC Fight Night: Perez vs. Taira,http://ufcstats.com/fighter-details/20bccc9bb4ceb23e,Melquizael Costa,W,http://ufcstats.com/fighter-details/0a73acff6325c1e2,Shayilan Nuerdanbieke,L,Featherweight Bout,Submission,3,110,3,Mike Beltran,http://ufcstats.com/fight-details/94f5b35b2b6c72b1
118,UFC Fight Night: Perez vs. Taira,http://ufcstats.com/fighter-details/971dba22c622af12,Josefine Knutsson,W,http://ufcstats.com/fighter-details/abb68e3c7ca128f2,Julia Polastri,L,Women's Strawweight Bout,Decision - Unanimous,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/06713afc60301c0c
119,UFC Fight Night: Cannonier vs. Imavov,http://ufcstats.com/fighter-details/13a0275fa13c4d26,Jared Cannonier,L,http://ufcstats.com/fighter-details/881bf86d4cba8578,Nassourdine Imavov,W,Middleweight Bout,KO/TKO,4,94,5,Jason Herzog,http://ufcstats.com/fight-details/052f53e006b28132
120,UFC Fight Night: Cannonier vs. Imavov,http://ufcstats.com/fighter-details/2e19380f34871c6a,Dominick Reyes,W,http://ufcstats.com/fighter-details/e4277e87a789d687,Dustin Jacoby,L,Light Heavyweight Bout,KO/TKO,1,120,3,Dan Miragliotta,http://ufcstats.com/fight-details/2d12ae4683bbf433
121,UFC Fight Night: Cannonier vs. Imavov,http://ufcstats.com/fighter-details/fe2babf95de24fb1,Raul Rosas Jr.,W,http://ufcstats.com/fighter-details/cd3d7e37ff2d679c,Ricky Turcios,L,Bantamweight Bout,Submission,2,142,3,Blake Grice,http://ufcstats.com/fight-details/b34abcfe4c2e8a57
122,UFC Fight Night: Cannonier vs. Imavov,http://ufcstats.com/fighter-details/1e719d4b676dc19a,Brunno Ferreira,W,http://ufcstats.com/fighter-details/71505842fb6455c3,Dustin Stoltzfus,L,Middleweight Bout,KO/TKO,1,291,3,Jason Herzog,http://ufcstats.com/fight-details/dcc0c53100fa1dd2
123,UFC Fight Night: Cannonier vs. Imavov,http://ufcstats.com/fighter-details/d0e1b42d41dab603,Julian Marquez,L,http://ufcstats.com/fighter-details/23dec7c47cb418f8,Zachary Reese,W,Middleweight Bout,KO/TKO,1,20,3,Dan Miragliotta,http://ufcstats.com/fight-details/3b12094dd48c2dc5
124,UFC Fight Night: Cannonier vs. Imavov,http://ufcstats.com/fighter-details/82d4c957649faf9b,Miguel Baeza,L,http://ufcstats.com/fighter-details/64facb6cc564262d,Punahele Soriano,W,Welterweight Bout,Decision - Unanimous,3,300,3,Rob Mooney,http://ufcstats.com/fight-details/393f9bc7b51791a6
125,UFC Fight Night: Cannonier vs. Imavov,http://ufcstats.com/fighter-details/d945aae53e3e54e6,Thiago Moises,L,http://ufcstats.com/fighter-details/5b86d491d63890c5,Ludovit Klein,W,Lightweight Bout,Decision - Unanimous,3,300,3,George Conley,http://ufcstats.com/fight-details/251983e1bdae20fe
126,UFC Fight Night: Cannonier vs. Imavov,http://ufcstats.com/fighter-details/feedf3053472fe56,Charles Radtke,L,http://ufcstats.com/fighter-details/7ee0fd831c0fe7c3,Carlos Prates,W,Welterweight Bout,KO/TKO,1,287,3,Blake Grice,http://ufcstats.com/fight-details/8afe89f5c451b372
127,UFC Fight Night: Cannonier vs. Imavov,http://ufcstats.com/fighter-details/7b433309b0fd12aa,Brad Katona,W,http://ufcstats.com/fighter-details/a75a48bfe776b2c2,Jesse Butler,L,Bantamweight Bout,Decision - Unanimous,3,300,3,Jason Herzog,http://ufcstats.com/fight-details/4c0adccb34c1d995
128,UFC Fight Night: Cannonier vs. Imavov,http://ufcstats.com/fighter-details/05fa626cb33d15b8,Andrea Lee,L,http://ufcstats.com/fighter-details/80d8aed0ca9b00f3,Montana De La Rosa,W,Women's Flyweight Bout,Decision - Split,3,300,3,George Conley,http://ufcstats.com/fight-details/a91fdb21a7ff52e5
129,UFC Fight Night: Cannonier vs. Imavov,http://ufcstats.com/fighter-details/5fa2974cbd18e05c,John Castaneda,L,http://ufcstats.com/fighter-details/850266b3dc4e506e,Daniel Marcos,W,Bantamweight Bout,Decision - Unanimous,3,300,3,Dan Miragliotta,http://ufcstats.com/fight-details/e976815e397c40e1
130,UFC Fight Night: Cannonier vs. Imavov,http://ufcstats.com/fighter-details/de594b35c45c2e9a,Eduarda Moura,L,http://ufcstats.com/fighter-details/cffb87059e645bd1,Denise Gomes,W,Women's Strawweight Bout,Decision - Split,3,300,3,Rob Mooney,http://ufcstats.com/fight-details/790a8cd528233e50
131,UFC Fight Night: Cannonier vs. Imavov,http://ufcstats.com/fighter-details/bf7ad5628363eec9,Cody Stamann,L,http://ufcstats.com/fighter-details/8b1ed83b02303075,Taylor Lapilus,W,Bantamweight Bout,Decision - Unanimous,3,300,3,Blake Grice,http://ufcstats.com/fight-details/753735b48b1c20b9
132,UFC Fight Night: Cannonier vs. Imavov,http://ufcstats.com/fighter-details/02bb48869eb7ac8f,Rayanne dos Santos,L,http://ufcstats.com/fighter-details/19f8a2f6eecd92ac,Puja Tomar,W,Women's Strawweight Bout,Decision - Split,3,300,3,George Conley,http://ufcstats.com/fight-details/b20640f9b2634de1
133,UFC 302: Makhachev vs. Poirier,http://ufcstats.com/fighter-details/275aca31f61ba28c,Islam Makhachev,W,http://ufcstats.com/fighter-details/029eaff01e6bb8f0,Dustin Poirier,L,UFC Lightweight Title Bout,Submission,5,162,5,Keith Peterson,http://ufcstats.com/fight-details/1a0031e2072f21b6
134,UFC 302: Makhachev vs. Poirier,http://ufcstats.com/fighter-details/0d8011111be000b2,Sean Strickland,W,http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82,Paulo Costa,L,Middleweight Bout,Decision - Split,5,300,5,Jason Herzog,http://ufcstats.com/fight-details/9e7538a788e6d789
135,UFC 302: Makhachev vs. Poirier,http://ufcstats.com/fighter-details/3a46b268013afede,Kevin Holland,W,http://ufcstats.com/fighter-details/0d65c432720accb9,Michal Oleksiejczuk,L,Middleweight Bout,Submission,1,94,3,Herb Dean,http://ufcstats.com/fight-details/605c16fa5a803b15
136,UFC 302: Makhachev vs. Poirier,http://ufcstats.com/fighter-details/d8da10db80131bec,Niko Price,W,http://ufcstats.com/fighter-details/cdb96af67d096b1e,Alex Morono,L,Welterweight Bout,Decision - Unanimous,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/b5d5b8e06ccb70a3
137,UFC 302: Makhachev vs. Poirier,http://ufcstats.com/fighter-details/c6aee362c7a7d482,Randy Brown,W,http://ufcstats.com/fighter-details/8adcbd525fab8d9b,Elizeu Zaleski dos Santos,L,Welterweight Bout,Decision - Unanimous,3,300,3,Gasper Oliver,http://ufcstats.com/fight-details/fd2d814a8a23798f
138,UFC 302: Makhachev vs. Poirier,http://ufcstats.com/fighter-details/64d47ef881a437a4,Cesar Almeida,L,http://ufcstats.com/fighter-details/9d83f6da776ff7d6,Roman Kopylov,W,Middleweight Bout,Decision - Split,3,300,3,Herb Dean,http://ufcstats.com/fight-details/ee24be90a01f552e
139,UFC 302: Makhachev vs. Poirier,http://ufcstats.com/fighter-details/41e83a89929d1327,Jailton Almeida,W,http://ufcstats.com/fighter-details/c0badf3243907e59,Alexandr Romanov,L,Heavyweight Bout,Submission,1,147,3,Vitor Ribeiro,http://ufcstats.com/fight-details/c0af8cf5befb2dcf
140,UFC 302: Makhachev vs. Poirier,http://ufcstats.com/fighter-details/99bd51917728c25d,Grant Dawson,W,http://ufcstats.com/fighter-details/af65aa688d13eedf,Joe Solecki,L,Lightweight Bout,Decision - Unanimous,3,300,3,Jason Herzog,http://ufcstats.com/fight-details/cf306c4714530f31
141,UFC 302: Makhachev vs. Poirier,http://ufcstats.com/fighter-details/8e382b585a92affe,Phil Rowe,L,http://ufcstats.com/fighter-details/a845f0735bc67405,Jake Matthews,W,Welterweight Bout,Decision - Unanimous,3,300,3,Vitor Ribeiro,http://ufcstats.com/fight-details/b7575b0ec9f81741
142,UFC 302: Makhachev vs. Poirier,http://ufcstats.com/fighter-details/9e50097a89442158,Mickey Gall,L,http://ufcstats.com/fighter-details/f4d92416da98804b,Bassil Hafez,W,Welterweight Bout,Decision - Unanimous,3,300,3,Jason Herzog,http://ufcstats.com/fight-details/7d9bb6fda0ea1ee0
143,UFC 302: Makhachev vs. Poirier,http://ufcstats.com/fighter-details/06e4245d16fc5315,Ailin Perez,W,http://ufcstats.com/fighter-details/f9ab66e67240db7b,Joselyne Edwards,L,Women's Bantamweight Bout,Decision - Unanimous,3,300,3,Gasper Oliver,http://ufcstats.com/fight-details/2554b31a07f34e1a
144,UFC 302: Makhachev vs. Poirier,http://ufcstats.com/fighter-details/0be6776db31d98ec,Mitch Raposo,L,http://ufcstats.com/fighter-details/b1f21ce050035d58,Andre Lima,W,Flyweight Bout,Decision - Split,3,300,3,Herb Dean,http://ufcstats.com/fight-details/f1d3eec12662d8d7
145,UFC Fight Night: Barboza vs. Murphy,http://ufcstats.com/fighter-details/64a50dad704d1d49,Edson Barboza,L,http://ufcstats.com/fighter-details/396fe87b84ac2e1c,Lerone Murphy,W,Featherweight Bout,Decision - Unanimous,5,300,5,Herb Dean,http://ufcstats.com/fight-details/17aa636aa98678d3
146,UFC Fight Night: Barboza vs. Murphy,http://ufcstats.com/fighter-details/2558ae2e5671e318,Khaos Williams,W,http://ufcstats.com/fighter-details/a53d30163304aa6e,Carlston Harris,L,Welterweight Bout,KO/TKO,1,90,3,Dan Miragliotta,http://ufcstats.com/fight-details/85ddb65429a9d517
147,UFC Fight Night: Barboza vs. Murphy,http://ufcstats.com/fighter-details/40f3cb27fc7305a1,Themba Gorimbo,W,http://ufcstats.com/fighter-details/3d074044a33825e7,Ramiz Brahimaj,L,Welterweight Bout,Decision - Unanimous,3,300,3,Mark Smith,http://ufcstats.com/fight-details/20220ace492af368
148,UFC Fight Night: Barboza vs. Murphy,http://ufcstats.com/fighter-details/0232cabbc30a2372,Adrian Yanez,W,http://ufcstats.com/fighter-details/65cdf4ec31143d86,Vinicius Salvador,L,Bantamweight Bout,KO/TKO,1,167,3,Chris Tognoni,http://ufcstats.com/fight-details/5dcade01fc840da6
149,UFC Fight Night: Barboza vs. Murphy,http://ufcstats.com/fighter-details/a3a542074109b347,Luana Pinheiro,L,http://ufcstats.com/fighter-details/f0feeb2192937424,Angela Hill,W,Women's Strawweight Bout,Submission,2,252,3,Herb Dean,http://ufcstats.com/fight-details/2a43df4cc047a28b
150,UFC Fight Night: Barboza vs. Murphy,http://ufcstats.com/fighter-details/3e708ce33b6b18e6,Victor Martinez,L,http://ufcstats.com/fighter-details/6c3b2525436cf5d4,Tom Nolan,W,Lightweight Bout,KO/TKO,1,230,3,Mark Smith,http://ufcstats.com/fight-details/b5df5a0a0bda9256
151,UFC Fight Night: Barboza vs. Murphy,http://ufcstats.com/fighter-details/46e2011d92463b7e,Oumar Sy,W,http://ufcstats.com/fighter-details/3e8118c1ab52f211,Tuco Tokkos,L,Light Heavyweight Bout,Submission,1,223,3,Dan Miragliotta,http://ufcstats.com/fight-details/68ee31dd0853cdc9
152,UFC Fight Night: Barboza vs. Murphy,http://ufcstats.com/fighter-details/4f3064faf17aa711,Tamires Vidal,L,http://ufcstats.com/fighter-details/a4a80dd7336ffd59,Melissa Gatto,W,Women's Bantamweight Bout,KO/TKO,3,37,3,Chris Tognoni,http://ufcstats.com/fight-details/3aea9c60d25fc93b
153,UFC Fight Night: Barboza vs. Murphy,http://ufcstats.com/fighter-details/36b8f265bcd1b7a4,Abus Magomedov,W,http://ufcstats.com/fighter-details/d317a5e2b3f88c5f,Warlley Alves,L,Middleweight Bout,Decision - Unanimous,3,300,3,Dan Miragliotta,http://ufcstats.com/fight-details/fc2bdd67c1a056a4
154,UFC Fight Night: Barboza vs. Murphy,http://ufcstats.com/fighter-details/e375cb5caf4717b6,Piera Rodriguez,L,http://ufcstats.com/fighter-details/c0d5c0c95c59050b,Ariane Carnelossi,W,Women's Strawweight Bout,DQ,2,196,3,Mark Smith,http://ufcstats.com/fight-details/28c6de749d0d0e9d
155,UFC Fight Night: Barboza vs. Murphy,http://ufcstats.com/fighter-details/1897b7b913736a7c,Alatengheili,W,http://ufcstats.com/fighter-details/102a8fdf8cbf7467,Kleydson Rodrigues,L,Bantamweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/63605e9f3e71d738
156,UFC Fight Night: Barboza vs. Murphy,http://ufcstats.com/fighter-details/2c483cf443f38ece,Vanessa Demopoulos,W,http://ufcstats.com/fighter-details/02f8fedc18cbd26c,Emily Ducote,L,Women's Strawweight Bout,Decision - Split,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/069df63733dcf697
157,UFC Fight Night: Lewis vs. Nascimento,http://ufcstats.com/fighter-details/d3df1add9d9a7efb,Derrick Lewis,W,http://ufcstats.com/fighter-details/d31a5546c0e9b213,Rodrigo Nascimento,L,Heavyweight Bout,KO/TKO,3,49,5,Jason Herzog,http://ufcstats.com/fight-details/6f0f84075fa1a4b0
